ID,X.1,X.2,cluster
1,0.276723870170297,0.793761850679454,1
2,0.346406741925343,0.797695396721894,1
3,0.296032883433464,0.845381489675112,1
4,0.333518761440795,0.774504678395286,1
5,0.347625007575503,0.737573425959257,1
6,0.443881274026352,0.760029821383215,1
7,0.358073253408383,0.736420549651107,1
8,0.30501879551039,0.72298435522733,1
9,0.235237396271807,0.764224293570064,1
10,0.304483875032145,0.72006612508842,1
11,0.299520253922885,0.764273969319191,1
12,0.365393384472912,0.77203127878662,1
13,0.318523064585684,0.755125049048189,1
14,0.41158991998755,0.749151642941444,1
15,0.305126270453314,0.730332415069141,1
16,0.296340687471285,0.711199114154835,1
17,0.317573695174584,0.792560378119618,1
18,0.296176027343971,0.758217776669637,1
19,0.312333828568191,0.791807269278479,1
20,0.293695419044581,0.705612316715107,1
21,0.248758651021312,0.764308898109457,1
22,0.279080583805497,0.785246412860966,1
23,0.323921731295878,0.756197746608778,1
24,0.371562662031805,0.749340296167511,1
25,0.307915876888643,0.724815544676232,1
26,0.341900537180045,0.842766890589588,1
27,0.263251801800159,0.788458231220201,1
28,0.392022239589992,0.833050522563226,1
29,0.342544957550404,0.760614004806123,1
30,0.307751805928484,0.731065874159876,1
31,0.331580097785599,0.694440423417192,1
32,0.350452462528254,0.730871070918244,1
33,0.337933722935809,0.766687600250556,1
34,0.299132938631517,0.799388771396801,1
35,0.288100772283563,0.76778604140536,1
36,0.297858906664159,0.70861666168961,1
37,0.230857894671942,0.785061517031141,1
38,0.276541587472938,0.688758428464926,1
39,0.31332938448715,0.74209476662238,1
40,0.352679320925464,0.744160274002989,1
41,0.204043026448305,0.676376115985778,1
42,0.297144451568802,0.79550009152293,1
43,0.353698921308352,0.731420454917506,1
44,0.317533070743362,0.74341610533319,1
45,0.338750733537731,0.815231145874342,1
46,0.336687088293953,0.783730862079856,1
47,0.364047780294998,0.752785740816289,1
48,0.320425580592272,0.778626199353858,1
49,0.312023208298807,0.773871256471168,1
50,0.370029878056459,0.826349392799749,1
51,0.459554863078927,0.768747208201663,1
52,0.33586354342619,0.778315124517193,1
53,0.324052393608326,0.771723271823793,1
54,0.300597423938175,0.741621917778018,1
55,0.322822351200108,0.76134328459035,1
56,0.308109367559935,0.825348001671312,1
57,0.37087005558247,0.720924663550571,1
58,0.295742369693831,0.762345869042886,1
59,0.295422020226965,0.813859901930348,1
60,0.314826942448554,0.747544949026299,1
61,0.268909121082229,0.713540824687615,1
62,0.308480258408739,0.721165912602028,1
63,0.314298948466969,0.741086606780874,1
64,0.314146128984522,0.722097603238164,1
65,0.307132069488509,0.746464378621509,1
66,0.281250127424619,0.740077703729298,1
67,0.306498311478119,0.749686722977412,1
68,0.297734895289337,0.7741945470927,1
69,0.372473215661596,0.783230773631327,1
70,0.340665495151327,0.82698686688485,1
71,0.263938042461133,0.75443610787049,1
72,0.376108446290411,0.743964181147959,1
73,0.314560423770318,0.818381609349602,1
74,0.308458066891262,0.828071812553599,1
75,0.28475205910765,0.759085010071697,1
76,0.339767559046937,0.743473390544501,1
77,0.318690404787197,0.681609483658312,1
78,0.39850833229091,0.815900400016294,1
79,0.311216016621119,0.722503264622077,1
80,0.352961522491286,0.710617862183586,1
81,0.335189574579293,0.8837001641503,1
82,0.374607573778109,0.767049742655746,1
83,0.309291492773528,0.755907766342721,1
84,0.297594482590603,0.643816787845131,1
85,0.337929271646434,0.753144616081172,1
86,0.249483476177603,0.797824765520035,1
87,0.297429194597966,0.774477491311778,1
88,0.285880491823171,0.795178833013841,1
89,0.240164218632543,0.839675735166267,1
90,0.575396717253094,0.665159192141654,2
91,0.602755204202821,0.763085951188331,2
92,0.629806309865294,0.775024558302158,2
93,0.55067274033007,0.708425436423112,2
94,0.606521215024497,0.730243160632289,2
95,0.707371894876214,0.640960933283698,2
96,0.762164630172095,0.740380783043159,2
97,0.623220102512019,0.661814534156334,2
98,0.486716814663422,0.763425644109282,2
99,0.528045275651969,0.654404250921936,2
100,0.502759166246311,0.730266313759307,2
101,0.518359750249118,0.652050098967857,2
102,0.56308836262625,0.692352286430292,2
103,0.685373411143804,0.604665244396837,2
104,0.570480786687527,0.717455454736323,2
105,0.477120837752193,0.774948267142435,2
106,0.812097785798413,0.721132639451054,2
107,0.636688845077335,0.590351219791875,2
108,0.510312239897032,0.667210657702043,2
109,0.548800448120334,0.819935710333387,2
110,0.531314680866117,0.830250918441088,2
111,0.553606815800433,0.630011599347106,2
112,0.548123684186878,0.684238973241886,2
113,0.583289177677785,0.732562510146818,2
114,0.645754554323113,0.730250128318522,2
115,0.666572894034797,0.669932762216152,2
116,0.581846187859548,0.644888327116111,2
117,0.612540841417607,0.696802368842563,2
118,0.644605735207799,0.776582791122198,2
119,0.556267301088088,0.710424407552838,2
120,0.573977616349923,0.665299091333236,2
121,0.486106594203216,0.675003262100148,2
122,0.659507956956813,0.817141500158082,2
123,0.619007536157305,0.678854930607787,2
124,0.58929937248034,0.760037422274877,2
125,0.678713673024208,0.807570238191165,2
126,0.603371123371729,0.738602842661903,2
127,0.631779461565683,0.680548027896776,2
128,0.72834673108537,0.706155881773957,2
129,0.603312845784787,0.675814609911961,2
130,0.62009996018106,0.791201296218759,2
131,0.508263079338489,0.698806546516135,2
132,0.624795720497344,0.812820656467729,2
133,0.546870630956154,0.67116340716038,2
134,0.574703174671773,0.665427289442876,2
135,0.667246775165531,0.718441484353875,2
136,0.559171920639779,0.71046211176411,2
137,0.591388346995709,0.6749980762291,2
138,0.573131183155887,0.602750774850014,2
139,0.540126988697046,0.710856424513556,2
140,0.576626269687135,0.66076757481,2
141,0.477930486458113,0.781466791830478,2
142,0.576519568990777,0.644928125326786,2
143,0.668396539996961,0.784409947149132,2
144,0.534503224547719,0.665298098617278,2
145,0.666310356961575,0.728459877872872,2
146,0.713001290846665,0.769129235245937,2
147,0.638606421133779,0.674039370085202,2
148,0.634228484439647,0.74603413679384,2
149,0.625026292994442,0.702937658120035,2
150,0.476481414925073,0.632683197346447,2
151,0.474546680128197,0.690721008958948,2
152,0.53556140829793,0.817503652759659,2
153,0.669727238256302,0.694474332053934,2
154,0.582718721502645,0.653978146022904,2
155,0.551592796278639,0.705215257447801,2
156,0.593464061725271,0.730987087493628,2
157,0.572749903577293,0.77292773719913,2
158,0.647653391655822,0.785582408603368,2
159,0.670652036002845,0.715582991668051,2
160,0.489830994713484,0.786965398728717,2
161,0.566334714515183,0.657568725166956,2
162,0.611669035065506,0.55155679558382,2
163,0.562450568620655,0.677196337143547,2
164,0.4459091636805,0.674233036721363,2
165,0.559941860864039,0.553467203402576,2
166,0.489586877265138,0.746573047510507,2
167,0.492529264898461,0.656259540800903,2
168,0.611587090587577,0.693674485448939,2
169,0.53311610305409,0.602367973655435,2
170,0.627957582704728,0.745570284851188,2
171,0.683132299486293,0.8357131208848,2
172,0.664885743653065,0.64993325570747,2
173,0.594248489578985,0.70128834755815,2
174,0.463714871957232,0.839569595177441,2
175,0.577240382964887,0.771484845544905,2
176,0.638130221044346,0.837177756384628,2
177,0.568816721555647,0.708488277873824,2
178,0.537447574828326,0.698624980985771,2
179,0.671160638967358,0.674650564980292,2
180,0.65502515785777,0.805078352298105,2
181,0.714525025466049,0.622578419064761,2
182,0.66944049299703,0.729455702677698,2
183,0.643805701762243,0.705732109558996,2
184,0.603854802008553,0.85990510653817,2
185,0.489674798830935,0.668049223010848,2
186,0.524656654734184,0.607588211554289,2
187,0.565958926903353,0.724445601199962,2
188,0.622284884719874,0.706179558233309,2
189,0.586968815685754,0.652546368934216,2
190,0.394551472737758,0.405349200762134,3
191,0.499309032229924,0.286712370427643,3
192,0.531318592173774,0.463047102172403,3
193,0.514965539399151,0.467377163013932,3
194,0.376831047547496,0.211978545036047,3
195,0.670925321526525,0.259313144283322,3
196,0.474977931824515,0.479705694804487,3
197,0.541333924469447,0.153236313984357,3
198,0.535513048870003,0.390920452217321,3
199,0.373431920937311,0.369913851401387,3
200,0.387294135169387,0.704104424982117,3
201,0.439048803435631,0.0356356615437047,3
202,0.366338090030077,0.248721972865496,3
203,0.494899617324493,0.419610320896468,3
204,0.655225308879322,0.532454580391833,3
205,0.296744740016754,0.438298356024302,3
206,0.453000395723077,0.182437516297442,3
207,0.468161671277016,0.596199559057405,3
208,0.409206064878083,0.145334339747225,3
209,0.340570446951932,0.218012622722174,3
210,0.37890861461752,0.338706006094577,3
211,0.322370344800492,0.59464262978053,3
212,0.421771292569281,0.400690610338271,3
213,0.483864562581312,0.425969162542681,3
214,0.460869662438791,0.538518275765893,3
215,0.334142071874844,0.454666380061834,3
216,0.52278233971378,0.205409214091183,3
217,0.534553150566206,0.423637385001161,3
218,0.391612025641011,0.331251522594095,3
219,0.357882248475616,0.544669874964387,3
220,0.617747981194897,0.316109547082217,3
221,0.33845339648196,0.171298751178902,3
222,0.425630484052155,0.399056862009659,3
223,0.447423295056181,0.383564493935566,3
224,0.30209950985836,0.341584262119009,3
225,0.26008425484996,0.224382563019774,3
226,0.556414654484134,0.248934184985126,3
227,0.312850368671693,0.34214838661759,3
228,0.498279909387714,0.460682592597109,3
229,0.412043998635681,0.302457986831753,3
230,0.372722179727381,0.245263912039983,3
231,0.411951910384166,0.038509774348165,3
232,0.592002471700809,0.399329352218512,3
233,0.4841032854359,0.391781246071052,3
234,0.253285340673819,0.491263386828828,3
235,0.407482804320975,0.509034651126785,3
236,0.521265614826249,0.327434452791287,3
237,0.500971516331031,0.490058892308346,3
238,0.307671038369196,0.343720884192527,3
239,0.387933859573646,0.267266435056509,3
240,0.528187972243453,0.247887084246054,3
241,0.42626898381381,0.304434047558815,3
242,0.359664972585863,0.369234808096931,3
243,0.232653560344084,0.34048153160372,3
244,0.526446507478359,0.366233858131758,3
245,0.46983772034063,0.366015556107295,3
246,0.314603938252515,0.424187126916512,3
247,0.478769497315091,0.312754885740785,3
248,0.262242224038322,0.528057327844628,3
249,0.309286476818515,0.392949238173502,3
250,0.6141332730181,0.208929135144466,3
251,0.379148809943543,0.312363655066009,3
252,0.587072472571921,0.401769809363975,3
253,0.592208688948793,0.297201278777133,3
254,0.419031530094173,0.382491821203105,3
255,0.420579602595576,0.392577185723881,3
256,0.430665597489606,0.490618879549793,3
257,0.28435136730266,0.270054456312524,3
258,0.393697988391731,0.341668360807882,3
259,0.502907134789323,0.279530941550606,3
260,0.413484932355859,0.216420099245698,3
261,0.4850051760352,0.134989141172797,3
262,0.434659478021206,0.365630463761549,3
263,0.556483747723385,0.411435672025085,3
264,0.439976572277495,0.415676555782494,3
265,0.415363444142277,0.186766695096802,3
266,0.506139912257512,0.216132997962596,3
267,0.422324512499584,0.214838344312051,3
268,0.500163752152604,0.265883215733883,3
269,0.499626718006774,0.362772830197322,3
270,0.450038645185041,0.410636769726732,3
271,0.371603678625293,0.251628330895759,3
272,0.450139967455947,0.0204438452878928,3
273,0.405463752349377,0.451174158381039,3
274,0.317546697181948,0.41298338299656,3
275,0.459156256852058,0.264507015825101,3
276,0.438665124487387,0.222452257635849,3
277,0.369300804283511,0.309730497164847,3
278,0.568909902618548,0.355768274710221,3
279,0.36562640002639,0.425157457372703,3
280,0.487325361629572,0.500390247072916,3
281,0.555359489654121,0.247809605716447,3
282,0.626425438445216,0.376369337964645,3
283,0.507632929275887,0.494081980748373,3
284,0.558987056033868,0.241891698737656,3
285,0.559917279655732,0.318442614421875,3
286,0.243399956821664,0.143732224855412,3
287,0.711593529943671,0.307984285042254,4
288,0.76983797873527,0.519527693886092,4
289,0.778683266810137,0.476229777195852,4
290,0.698273310271902,0.339324146930419,4
291,1.0373929626679,0.365513501672525,4
292,0.812124943043422,0.384759398295018,4
293,0.773810830375091,0.442259215866409,4
294,0.701171967342655,0.390683015790059,4
295,0.784107680311128,0.50318918073564,4
296,0.855347796452737,0.39600957101609,4
297,0.723452041803378,0.21672889157436,4
298,0.757258288413682,0.414818810664222,4
299,0.748538412184149,0.246731496867666,4
300,0.648394701117875,0.513812378669637,4
301,0.81102993595316,0.352449787685694,4
302,0.878713364443538,0.317261592127395,4
303,0.881663112519141,0.367401823145862,4
304,0.857147087658476,0.480057780269136,4
305,0.891967929144966,0.240355357983396,4
306,0.763832211669408,0.448329580930495,4
307,0.585746073057496,0.330951790763517,4
308,0.768646668480094,0.423215165622365,4
309,0.68471050813323,0.489038880282707,4
310,0.864678010327011,0.478564365968943,4
311,0.780339342612784,0.56791755939048,4
312,0.704924387963794,0.436388312000187,4
313,0.793102329054715,0.356901843848938,4
314,0.683942182045236,0.63021725519726,4
315,0.692674751319541,0.394998673310685,4
316,0.819694936043254,0.50134456548576,4
317,0.83302412205486,0.513159491673144,4
318,0.53339227189127,0.467580658943347,4
319,0.77755386456693,0.560494106592526,4
320,0.758486277399341,0.404022255032738,4
321,0.764341996614552,0.306140784149824,4
322,0.813517768669829,0.389507508647973,4
323,0.847864839245994,0.371642263393257,4
324,0.867850587758089,0.455431193163106,4
325,0.671620999914521,0.334679930946346,4
326,0.853521574389945,0.489208228794383,4
327,0.695217684320065,0.312604906778323,4
328,0.624458333644607,0.592089704793756,4
329,0.648279002091091,0.562812511112278,4
330,0.77240364408983,0.38106443114611,4
331,0.810752435057006,0.437439672646518,4
332,0.862408799502687,0.388258466508507,4
333,0.760897047889858,0.308531180867134,4
334,0.781389651620804,0.169243919532519,4
335,0.744157085939287,0.421627764730973,4
336,0.816945388199305,0.42073945413196,4
337,0.698898756841662,0.581262889490314,4
338,0.690748335615334,0.232992891124721,4
339,0.656119086676819,0.360636710331189,4
340,0.54373766970915,0.508281416217374,4
341,0.7401747553053,0.456808967645775,4
342,0.814220416190882,0.435686420055067,4
343,0.766522365910934,0.364601106545753,4
344,0.914970321951044,0.443267879266702,4
345,0.746681678189555,0.401445602860923,4
346,0.799872175501195,0.434911654448183,4
347,0.720250094710952,0.368701650198517,4
348,0.784854763784146,0.537818508667416,4
349,0.891329749612198,0.525504136217079,4
350,0.75561764884019,0.55200592646988,4
351,0.888674035919097,0.38887894575653,4
352,0.673244311321989,0.394894266969776,4
353,0.934255339901471,0.390495881325281,4
354,0.772702698707124,0.555585160766597,4
355,0.715274698423289,0.395336204156306,4
356,0.904601899100724,0.433377394098677,4
357,0.625180198908561,0.460523577914707,4
358,0.843878708239649,0.488959481332861,4
359,0.807593959181751,0.398404272804948,4
360,0.74348324290076,0.648623286186975,4
361,0.791396747607601,0.335235694611034,4
362,0.858297712665857,0.287457507208801,4
363,0.719931659983754,0.42808009066526,4
364,0.809306977200141,0.593237957073804,4
365,0.71062972815895,0.429080306812283,4
366,0.807440070611158,0.434534926595543,4
367,0.850763184041723,0.506669666674685,4
368,0.768179888374464,0.414554921560547,4
369,0.696945343119096,0.433957687716188,4
370,0.735921095404589,0.539725566347107,4
371,0.764762091922409,0.43300506548453,4
372,0.945593757049688,0.35201801529379,4
373,0.620164757461415,0.461838624208525,4
374,0.762943645188987,0.319532543008157,4
375,0.841835561055997,0.284419305122775,4
376,0.778428976957679,0.412282239921296,4
377,0.734108454977726,0.318631787348627,4
378,0.904480685056594,0.479645387253802,4
379,0.690447814819821,0.409962061395394,4
380,0.735489237686864,0.350664492274861,4
381,0.643972028246232,0.579399729519285,4
382,0.66472065174156,0.413504953727477,4
383,0.810620199696456,0.560138367796649,4
384,0.806057632980098,0.413171744535848,4
385,0.854426598104045,0.392506208606005,4
386,0.793747931881179,0.459783822479907,4
387,0.66871134995777,0.522627450521685,4
388,0.587541476763287,0.683069952681817,4
389,0.670237898273871,0.324948758336449,4
390,0.934310671156322,0.406469389810352,4
391,0.680436764624682,0.527211588375108,4
392,0.659911887361758,0.456735519588764,4
393,0.700010726744037,0.4060947020435,4
394,0.840967492470777,0.299299849848637,4
395,0.657208138062628,0.397352615188188,4
396,0.689282438674668,0.40634263074108,4
397,0.695679976507474,0.416201167692287,4
398,0.795634337858382,0.578379588624323,4
399,0.678137794732941,0.379805992791826,4
400,0.748436638337249,0.273145651714069,4