葡萄酒名称,点击次数,英文名,酒款类型,酒庄,酿酒葡萄,风味特征,酒款综述
恒德庄园95缠绳干红葡萄酒,955,"YT Hengde 95 whipping Cabernet Red, Penglai, China",红葡萄酒,恒德酒业,"('卡本内',)",果香浓郁层次性,这款葡萄酒选用恒德庄园所产的优质卡本内葡萄酒精心酿制而成。酒体颜色深浓，宝石红的颜色端庄典雅，色泽迷人。酒体饱满，酸度适中，单宁柔顺，初闻时以水果香气为主，细闻之后又发现酒中带有些微甘草和薄荷的味道，香气层次复杂，是款不错的干红葡萄酒。
恒德庄园缠绳蛇龙珠干红葡萄酒,656,"YT Hengde whipping Cabernet Gernischt Oak Red, Penglai, China",红葡萄酒,恒德酒业,"('蛇龙珠',)",果香花香,这款葡萄酒选用恒德庄园所产的优质蛇龙珠葡萄酒精心酿制而成。酒体颜色深浓，宝石红的颜色端庄典雅，色泽迷人。酒体饱满，酸度适中，单宁柔顺。
恒德庄园蛇龙珠干红葡萄酒,1198,"YT Hengde Cabernet Gernischt Red, Penglai, China",红葡萄酒,恒德酒业,"('蛇龙珠',)",果香,这款葡萄酒选用优质的蛇龙珠精心酿制而成。酒液呈现出漂亮的宝石红色，清澈迷人，散发着迷人的水果香气，酒体饱满，酸度适中，是款不错的干红葡萄酒。
恒德庄园92橡木桶窖藏缠绳干红葡萄酒,700,"YT Hengde 92 whipping Cabernet Oak Red, Penglai, China",红葡萄酒,恒德酒业,"('赤霞珠',)",果香香草,这款葡萄酒选用恒德庄园所产的优质卡本内葡萄酒精心酿制而成。酒体颜色深浓，宝石红的颜色端庄典雅，色泽迷人。酒体饱满，酸度适中，单宁柔顺，初闻时以水果香气为主，细闻之后又发现酒中带有些微甘草和薄荷的味道，香气层次复杂。
恒德庄园98橡木桶窖藏缠绳干红葡萄酒,787,"YT Hengde 98 whipping Cabernet Oak Red, Penglai, China",红葡萄酒,恒德酒业,"('卡本内',)",柔顺芳香,这款葡萄酒选用恒德庄园所产的优质卡本内葡萄酒精心酿制而成。酒体颜色深浓，宝石红的颜色端庄典雅，色泽迷人。酒体饱满，酸度适中，经过橡木桶窖藏后，单宁变得更加柔顺.
恒德庄园干红葡萄酒,772,"YT Hengde Dry Red, Penglai, China",红葡萄酒,恒德酒业,(),芳香迷人,这款葡萄酒选用蓬莱产区所产的优势红葡萄精心酿制而成。酒液呈现出优雅的宝石红色，散发着浓郁的酒香，带有怡人的黑醋栗和黑樱桃的香气。酒体饱满，酸度适中，是款不错的干红葡萄酒。
恒德庄园金装98干红葡萄酒,998,"YT Hengde Finest-Decerated Red, Penglai, China",红葡萄酒,恒德酒业,(),,这款葡萄酒选用恒德庄园所产的优质卡本内葡萄酒精心酿制而成。酒体颜色深浓，宝石红的颜色端庄典雅，色泽迷人。这款酒最大的特点在其金色的包装，显眼的黄金色尽显这瓶酒的尊贵与奢华。
御任酒庄解百纳珍藏级干红葡萄酒,671,"Yuren Winery Cabernet Red Wine Reserve, Yantai, China",红葡萄酒,烟台御任葡萄酒有限公司,"('卡本内',)",芳香浓郁,这款葡萄酒选用中国烟台优质产区的优质卡本内（Cabernet）精心酿制而成，这款葡萄酒呈现出漂亮的宝石红色，晶莹透亮，芳香浓郁，入口清脆甜美，余味悠长。
御任酒庄15年老树蛇龙珠干红葡萄酒,936,"Yuren Winery 15-Year-Old Vieilles Vignes Cabernet Gernischt Red Wine, Yantai, China",红葡萄酒,烟台御任葡萄酒有限公司,"('蛇龙珠',)",芳香浓郁,这款葡萄酒选用中国烟台优质产区的优质蛇龙珠精心酿制而成，酒体呈现出漂亮的宝石红色，色泽靓丽，晶莹透亮，芳香浓郁，落口爽甜，回味绵长，是款不错的干红葡萄酒。
御任酒庄15年老树解百纳干红葡萄酒,845,"Yuren Winery 15-Year-Old Vieilles Vignes Cabernet Red Wine, Yantai, China",红葡萄酒,烟台御任葡萄酒有限公司,"('卡本内',)",芳香浓郁入口醇厚,这款葡萄酒选用中国烟台优质产区15年的卡本内老树结的葡萄精心酿制而成。酒体呈现出漂亮的红色，色泽透亮，芳香浓郁，入口醇厚，回味绵长。这是一款不错的干红葡萄酒。
御任酒庄解百纳精制干红葡萄酒,820,"Yuren Winery Premium Cabernet Red Wine Reserve, Yantai, China",红葡萄酒,烟台御任葡萄酒有限公司,"('卡本内',)",酒体晶莹透亮芳香浓郁,这款葡萄酒选用中国优秀产区烟台的优质卡本内葡萄精心酿制而成。酒液呈现出漂亮的宝石红色，酒体晶莹透亮，芳香浓郁，果香和草本香气怡人，入口顺滑，单宁柔顺，是款不错的干红葡萄酒。
御任酒庄15年老树赤霞珠干红葡萄酒,1154,"Yuren Winery 15-Year-Old Vieilles Vignes Cabernet Sauvignon Red Wine, Yantai, China",红葡萄酒,烟台御任葡萄酒有限公司,"('赤霞珠',)",芳香浓郁,这款葡萄酒选用中国烟台优质产区产的15年老树赤霞珠精心酿制。酒液呈现出漂亮的宝石红色，色泽透亮，芳香浓郁，入口醇厚，回味绵长，适合与红肉、烧烤和熏肉等食物搭配。
御任酒庄维纳斯霞多丽干白葡萄酒,447,"Yuren Winery Wenas Chardonnay White Wine, Yantai, China",白葡萄酒,烟台御任葡萄酒有限公司,"('霞多丽',)",芳香浓郁晶莹,这款葡萄酒选用中国优秀产区烟台优质的霞多丽精心酿制而成的风尚系列干白葡萄酒。酒液呈现出禾杆黄中稍带点绿色，酒体轻盈，酸度适中，散发着浓郁的果香和花香，适合搭配点心、西饼和蛋糕之类的小零食。
御任酒庄珍藏级橡木桶干红葡萄酒,668,"Yuren Winery Reserve Red Wine, Yantai, China",红葡萄酒,烟台御任葡萄酒有限公司,(),清爽甜美,这款葡萄酒选用中国烟台优质产区产的优质酿酒葡萄酒精心酿制而成。葡萄酒体晶莹透亮，呈现出漂亮的宝石红色，芳香浓郁，散发着热带水果的香气，入口清爽甜美，回味绵长，是款值得入手的红葡萄酒。
御任酒庄橡木窖藏解百纳干红葡萄酒,978,"Yuren Winery Oak-aged Cabernet Red Wine, Yantai, China",红葡萄酒,烟台御任葡萄酒有限公司,"('卡本内',)",芳香浓郁回味绵长,这款葡萄酒选用中国优秀产区烟台的优秀卡本内葡萄精心酿制而成，经过橡木桶的陈酿。酒液呈现出浓厚的深宝石红色，有色泽，散发着浓郁的香气，结构平衡，单宁柔顺，入口醇厚，是款不错的干红葡萄酒。
御任酒庄维纳斯蛇龙珠干红葡萄酒,817,"Yuren Winery Wenas Cabernet Gernischt Red Wine, Yantai, China",红葡萄酒,烟台御任葡萄酒有限公司,"('蛇龙珠',)",晶莹柔顺,这款葡萄酒选用中国优质产区烟台所产的优质蛇龙珠精心酿制而成的干红葡萄酒。这款葡萄酒呈现出漂亮的宝石红色，酒体晶莹透亮，散发着浓郁的果香和些微草本的香气，结构平衡，单宁柔顺，是款不错的干红葡萄酒。
御任酒庄维纳斯雷司令干白葡萄酒,636,"Yuren Winery Wenas Riesling White Wine, Yantai, China",白葡萄酒,烟台御任葡萄酒有限公司,"('雷司令',)",果香浓郁芳香怡人,这款葡萄酒选用中国优质产区的优质雷司令精心酿制而成。酒液呈现出柠檬黄色，酒体轻盈，散发着浓郁的果香，酸度适中，是款不错的干白葡萄酒。
瓏岱酒庄干红葡萄酒,1511,"Long Dai, Qiu Shan Valley, China",红葡萄酒,瓏岱酒庄,"('马瑟兰', '品丽珠', '赤霞珠')",黑莓蓝莓甜香料紫罗兰,这是一款来自中国丘山山谷产区的红葡萄酒，由拉菲罗斯柴尔德集团出品。“瓏岱”二字承载着罗斯柴尔德家族的希冀，借以传达此款葡萄酒实为平衡于自然风土与悉心耕耘的完美产物。这款酒采用波尔多传统工艺酿造，在法式橡木桶中熟化18个月，酒款散发着黑莓和蓝莓等深色水果的香气，而马瑟兰赋予其甜香料和紫罗兰的气息，口感清新活泼，单宁优雅，带有轻柔的烘烤风味。
卡斯堡虎王威士忌,1417,"Casbao Tiger King Whisky, Yantai, China",蒸馏酒,烟台卡斯堡酒业,(),,呈琥珀色，澄清晶亮，具有陈酿的橡木香，醇和的酒香，香气浓郁优雅协调，口感丰满。
卡斯堡金装白兰地,2705,"Casbao Special Fine Brandy, Yantai, China",蒸馏酒,烟台卡斯堡酒业,(),,酒液金黄，香气优雅，清新适口，滋味醇厚。
卡斯堡红冠威士忌,1202,"Casbao Red Crown Whisky, Yantai, China",蒸馏酒,烟台卡斯堡酒业,(),,呈琥珀色，澄清晶亮，具有陈酿的橡木香，醇和的酒香，香气浓郁优雅协调，口感丰满。
卡斯堡红格威士忌,1837,"Casbao Red Plaid Whisky, Yantai, China",蒸馏酒,烟台卡斯堡酒业,(),,呈琥珀色，澄清晶亮，具有陈酿的橡木香，醇和的酒香，香气浓郁优雅协调，口感丰满。
卡斯堡贵族起泡酒,976,"Casbao Noble Sparkling Wine, Yantai, China",起泡酒,烟台卡斯堡酒业,(),,这款起泡酒带有李子和浆果的香气和风味，伴有淡淡的胡椒和香料香，口感柔顺丰富，余味清新自然。
卡斯堡酒堡金牌干红葡萄酒,1819,"Casbao Chateau Golden Medal Dry Red Wine, Yantai, China",红葡萄酒,烟台卡斯堡酒业,(),,此款酒有着黑色果酱、皮革的风味，脆、单宁柔顺，酒体适中，有着黑色果酱和香料的味道。
卡斯堡粉黛起泡酒,1277,"Casbao Rose Sparkling Wine, Yantai, China",起泡酒,烟台卡斯堡酒业,(),,这款桃红起泡酒呈鲜艳的粉红色，香气中带有红色浆果、樱桃和淡淡的覆盆子的气息，口感细腻，酸度足够，余味纯正。
卡斯堡雷司令干白葡萄酒,923,"Casbao Rieslingl Dry White Wine, Yantai, China",白葡萄酒,烟台卡斯堡酒业,"('雷司令',)",,色泽呈浅禾秆黄色，澄清透明，具新鲜的果香，以椴树花、炒杏仁、柠檬等香气为主，口味醇正，舒顺爽口。
卡斯堡四星珍藏干红葡萄酒,1435,"Casbao 4-Star Reserve Dry Red Wine, Yantai, China",红葡萄酒,烟台卡斯堡酒业,(),,此款酒有着黑色果酱、皮革的风味，脆、单宁柔顺，酒体适中，有着黑色果酱和香料的味道。
卡斯堡甜型起泡酒,960,"Casbao Sweet Sparkling Wine, Yantai, China",起泡酒,烟台卡斯堡酒业,(),,选用优质葡萄为原料，破碎去汁、现代工艺酿成的起泡酒，此产品低泡中口感，清香怡人，果香清甜。
卡斯堡酒堡康帝干红葡萄酒,1045,"Casbao Chateau Conti Dry Red Wine, Yantai, China",红葡萄酒,烟台卡斯堡酒业,(),,此款酒有着黑色果酱、皮革的风味，脆、单宁柔顺，酒体适中，有着黑色果酱和香料的味道。
卡斯堡酒堡罗曼干红葡萄酒,1049,"Casbao Chateau Romance Dry Red Wine, Yantai, China",红葡萄酒,烟台卡斯堡酒业,(),,此款酒有着黑色果酱、皮革的风味，脆、单宁柔顺，酒体适中，有着黑色果酱和香料的味道。
卡斯堡银冰起泡酒,432,"Casbao Silver Sparkling Wine, Yantai, China",起泡酒,烟台卡斯堡酒业,(),,这款起泡酒带有李子和浆果的香气和风味，伴有淡淡的胡椒和香料香，口感柔顺丰富，余味清新自然。
卡斯堡珍藏高级干红葡萄酒,662,"Casbao Reserve Superium Dry Red Wine, Yantai, China",红葡萄酒,烟台卡斯堡酒业,(),,色泽晶红，清澈透明，酸甜适口，风味独特。
卡斯堡老树赤霞珠干红葡萄酒,694,"Casbao Old Vine Cabernet Sauvignon, Yantai, China",红葡萄酒,烟台卡斯堡酒业,"('赤霞珠',)",,酒香浓郁，口感柔滑，结构精良，富有层次，回味悠长，品质优秀。
朋珠经典黑皮诺干红葡萄酒,1519,"Pengzhu Classic Pinot Noir Dry Red Wine, Yantai, China",红葡萄酒,烟台蓬珠酒业,"('黑皮诺',)",,深宝石红色，澄清有光泽。香气浓郁雅致，有典型的黑加仑等黑色浆果的香气，滋味醇厚，口感平衡、协调，酒体丰满圆润，有典型性。
朋珠珍藏黑皮诺干红葡萄酒,776,"Pengzhu Reserve Pinot Noir Dry Red Wine, Yantai, China",红葡萄酒,烟台蓬珠酒业,"('黑皮诺',)",,明亮的酒红色，酒香浓郁，樱桃，红色浆果的味道充满你的鼻腔。微微的烟熏味道加上浓郁的水果香味，构成了该款酒的主骨架。口感平衡，单宁圆润细滑，丰厚优美。
朋珠G区特选赤霞珠干红葡萄酒,943,"Pengzhu G-Block Special Selection Cabernet Sauvignon Dry Red Wine, Yantai, China",红葡萄酒,烟台蓬珠酒业,"('赤霞珠',)",,宝石红色，有复合的水果香味，伴有葡萄干、巧克力的香气，优雅而醇香，就提丰腴，单宁柔软。呈现其丰富完美，且精致而典雅的卓越的平衡性。
朋珠珍藏霞多丽干白葡萄酒,1339,"Pengzhu Reserve Chardonnay Dry White Wine, Yantai, China",白葡萄酒,烟台蓬珠酒业,"('霞多丽',)",柠檬花香矿物,颜色淡黄，有柠檬、花香、矿物质的明显味道。果香浓郁优雅，回味悠长，酒体丰满平衡，是中国干白葡萄酒之上品。
朋珠霞多丽高级干白葡萄酒,1036,"Pengzhu Chardonnay Grand Dry White Wine, Yantai, China",白葡萄酒,烟台蓬珠酒业,"('霞多丽',)",柠檬桃子樱桃,此款清新亮丽，酒色浅黄，隐约中散发出淡淡的柠檬，桃子和樱桃的香味。酒体适中，口感柔顺丰富，有着果汁般甜甜的余韵，令人回味无穷。
朋珠庄园窖藏五年赤霞珠干红葡萄酒,1663,"Pengzhu Estate 5-Year Cellar Reserve Cabernet Sauvignon, Yantai, China",红葡萄酒,烟台蓬珠酒业,"('赤霞珠',)",,宝石红色，有复合的水果香味，伴有葡萄干、巧克力的香气，优雅而醇香，就提丰腴，单宁柔软。呈现其丰富完美，且精致而典雅的卓越的平衡性。
朋珠窖藏五年霞多丽干白葡萄酒,578,"Pengzhu 5-Year Cellar Reserve Chardonnay, Yantai, China",白葡萄酒,烟台蓬珠酒业,"('霞多丽',)",,此款为禾杆黄色，明亮有光泽，美妙的果香，还有一丝清新的蜂蜜香味。入口柔顺，结构平衡。
朋珠G区优选赤霞珠干红葡萄酒,1320,"Pengzhu G-Block Optimal Choice Cabernet Sauvignon Dry Red Wine, Yantai, China",红葡萄酒,烟台蓬珠酒业,"('赤霞珠',)",,宝石红色，有复合的水果香味，伴有葡萄干、巧克力的香气，优雅而醇香，就提丰腴，单宁柔软。呈现其丰富完美，且精致而典雅的卓越的平衡性。
朋珠珍藏冰酒,971,"Pengzhu Reserve Icewine, Yantai, China",甜酒,烟台蓬珠酒业,(),,本品原料全部由加拿大进口，加拿大独特的气候条件最适合冰酒的生产，为了生产真正香醇的冰葡萄酒，葡萄必须在-8℃以下，小心谨慎用人工采收，并在-8℃条件下压榨取汁，然后将其稀少的珍贵浓浆酿造成冰酒，它具有浅金黄色，丰满的桃、杏、果仁和蜂蜜的香气、非常优雅甘美的滋味。
朋珠窖藏白皮诺干白葡萄酒,781,"Pengzhu Cellar Pinot Blanc Dry White Wine, Yantai, China",白葡萄酒,烟台蓬珠酒业,"('白皮诺',)",花香梨,此款颜色淡黄，有明显的花香和梨的香味。口感绵长，果香馥郁，酒体优雅，回味均衡怡人。
朋珠赤霞珠干红葡萄酒,1083,"Pengzhu Cabernet Sauvignon Dry Red Wine, Yantai, China",红葡萄酒,烟台蓬珠酒业,"('赤霞珠',)",成熟浆果香草,色泽深红，成熟的浆果和香草的香气萦绕其间。适中的酒体展现了成熟的单宁，明显的酸度以及绵长的果味，饮来令人精神为之一振，口感愉悦，容易入口。
朋珠雷司令干白葡萄酒,1193,"Pengzhu Riesling Dry White Wine, Yantai, China",白葡萄酒,烟台蓬珠酒业,"('雷司令',)",,微黄带绿的颜色，有菠萝、柠檬的果香，丝般润顺的口感。酒体丰满平衡，回味悠长。
朋珠G区珍藏赤霞珠干红葡萄酒,956,"Pengzhu G-Block Reserve Cabernet Sauvignon Dry Red Wine, Yantai, China",红葡萄酒,烟台蓬珠酒业,"('赤霞珠',)",,这是一款饱满且口味丰富的干红葡萄酒，明亮而又鲜活的宝石红色，成熟的樱桃味香气醉人，同时伴有香料的味道和果香。酒体醇厚，口感圆润，单宁柔和醇熟。酒体紧致，平衡性极佳。
朋珠百年好合甜红葡萄酒,601,"Pengzhu Centennial Summer Sweet Red Wine, Yantai, China",甜酒,烟台蓬珠酒业,(),,此款拥有着鲜艳的宝石红色，果香酒香平衡协调，酸甜适口，是经控温发酵精心酿制而成的一款甜红葡萄酒。
朋珠洋葱干红葡萄酒,1167,"Pengzhu Onion Dry Red Wine, Yantai, China",红葡萄酒,烟台蓬珠酒业,(),,色泽浓烈，结构紧致，口感丰富，同时洋葱的营养和葡萄酒巧妙的结合，酿造出此款风味独特的加香型葡萄酒。
朋珠窖藏五年赤霞珠干红葡萄酒,836,"Pengzhu 5-Year Cellar Reserve Cabernet Sauvignon, Yantai, China",红葡萄酒,烟台蓬珠酒业,"('赤霞珠',)",成熟浆果香草,色泽深红，成熟的浆果和香草的香气萦绕其间。适中的酒体展现了成熟的单宁，明显的酸度以及绵长的果味，饮来令人精神为之一振，口感愉悦，容易入口。
朋珠窖藏黑皮诺干红葡萄酒,813,"Pengzhu Cellar Pinot Noir Dry Red Wine, Yantai, China",红葡萄酒,烟台蓬珠酒业,"('黑皮诺',)",,带紫色的深宝石红色，此酒在橡木桶中酿造成熟，有独特的个性，香味朴实，有胡椒和香草的香味。酒体雄浑醇郁，口味清新，富有层次感。单宁紧凑，果味深沉，回味持久。
朋珠贵族甜红葡萄酒,740,"Pengzhu Royal Sweet Red Wine, Yantai, China",甜酒,烟台蓬珠酒业,(),,优雅的宝石红色，散发出成熟的红果子的气息。成熟的酒体，优雅的回味组成了这款品质上乘的甜型葡萄酒。
朋珠珍藏蛇龙珠干红葡萄酒,788,"Pengzhu Reserve Cabernet Gernischt Dry Red Wine, Yantai, China",红葡萄酒,烟台蓬珠酒业,"('蛇龙珠',)",,色泽深红，成熟的浆果和香草的香气萦绕其间。适中的酒体展现了成熟的单宁，明显的酸度以及绵长的果味，饮来令人精神为之一振，口感愉悦，容易入口。
朋珠玫之恋高级甜红葡萄酒,594,"Pengzhu Love Rose Superium Sweet Red Wine, Yantai, China",甜酒,烟台蓬珠酒业,(),,此款拥有着鲜艳的宝石红色，果香酒香平衡协调，酸甜适口，是经控温发酵精心酿制而成的一款甜红葡萄酒。
朋珠蛇龙珠干红葡萄酒,1373,"Pengzhu Cabernet Gernischt Dry Red Wine, Yantai, China",红葡萄酒,烟台蓬珠酒业,"('蛇龙珠',)",,色泽深红，成熟的浆果和香草的香气萦绕其间。适中的酒体展现了成熟的单宁，明显的酸度以及绵长的果味，饮来令人精神为之一振，口感愉悦，容易入口。
朋珠霞多丽甜白葡萄酒,729,"Pengzhu Chardonnay Sweet White Wine, Yantai, China",甜酒,烟台蓬珠酒业,"('霞多丽',)",,这是一款具有代表性的半甜型葡萄酒，具有明显的蜜香、熟透的热带水果的香味，它的酸甜适中，口感柔和。
朋珠珍品干红葡萄酒,698,"Pengzhu Collection Dry Red Wine, Yantai, China",红葡萄酒,烟台蓬珠酒业,(),樱桃香料,这是一款饱满且口味丰富的干红葡萄酒，明亮而又鲜活的宝石红色，成熟的樱桃味香气醉人，同时伴有香料的味道和果香。酒体醇厚，口感圆润，单宁柔和醇熟。酒体紧致，平衡性极佳。
朋珠经典蛇龙珠干红葡萄酒,708,"Pengzhu Classic Cabernet Gernischt Dry Red Wine, Yantai, China",红葡萄酒,烟台蓬珠酒业,"('蛇龙珠',)",,深宝石红色酒体，散发出浆果的浓郁芬芳，伴有些许香草的香气。酒体馥郁而饱满，单宁强劲，回味持久悠长，成熟果香与橡木的精致芬芳。
朋珠珍藏雷司令干白葡萄酒,918,"Pengzhu Reserve Riesling Dry White Wine, Yantai, China",白葡萄酒,烟台蓬珠酒业,"('雷司令',)",,颜色淡黄，有柠檬、桃子等水果的香味，口感柔顺、圆润，酒体丰满，清新宜人。
朋珠酒庄雷司令干白葡萄酒,910,"Pengzhu Chateau Riesling Dry White Wine, Yantai, China",白葡萄酒,烟台蓬珠酒业,"('雷司令',)",菠萝柠檬,微黄带绿的颜色，有菠萝、柠檬的果香，丝般润顺的口感。酒体丰满平衡，回味悠长。
朋珠喜庆甜红葡萄酒,728,"Pengzhu Celebration Sweet Red Wine, Yantai, China",甜酒,烟台蓬珠酒业,(),,此款拥有着鲜艳的宝石红色，果香酒香平衡协调，酸甜适口，是经控温发酵精心酿制而成的一款甜红葡萄酒。
朋珠高级甜白葡萄酒,590,"Pengzhu Grand Sweet White Wine, Yantai, China",甜酒,烟台蓬珠酒业,(),,口感甜蜜，充满桃子和梨子的香味，令人迷醉。
朋珠特选级橡木桶陈酿干红葡萄酒,599,"Pengzhu Special Selection Barrel Dry Red Wine, Yantai, China",红葡萄酒,烟台蓬珠酒业,(),,带紫色的深宝石红色，此酒在橡木桶中酿造成熟，有独特的个性，香味朴实，有胡椒和香草的香味。酒体雄浑醇郁，口味清新，富有层次感。单宁紧凑，果味深沉，回味持久。
朋珠橡木桶陈酿干白葡萄酒,622,"Pengzhu Barrel Dry White Wine, Yantai, China",白葡萄酒,烟台蓬珠酒业,(),,颜色淡黄，有柠檬、桃子等水果的香味，口感柔顺、圆润，酒体丰满，清新宜人。
朋珠玫瑰红甜红葡萄酒,2337,"Pengzhu Rosy Sweet Red Wine, Yantai, China",甜酒,烟台蓬珠酒业,(),,此款拥有着鲜艳的宝石红色，果香酒香平衡协调，酸甜适口，是经控温发酵精心酿制而成的一款甜红葡萄酒。
朋珠优选级橡木桶陈酿干红葡萄酒,578,"Pengzhu Optimal Choice Barrel Dry Red Wine, Yantai, China",红葡萄酒,烟台蓬珠酒业,(),,宝石红色，有复合的水果香味，伴有葡萄干、巧克力的香气，优雅而醇香，就提丰腴，单宁柔软。呈现其丰富完美，且精致而典雅的卓越的平衡性。
朋珠金装干红葡萄酒,633,"Pengzhu Gold Dry Red Wine, Yantai, China",红葡萄酒,烟台蓬珠酒业,(),,深宝石红色，果香、酒香协调优雅，口感柔和，酒体丰满，典型性突出。
朋珠高级甜红葡萄酒,677,"Pengzhu Grand Sweet Red Wine, Yantai, China",甜酒,烟台蓬珠酒业,(),,此款甜红葡萄酒散发出多汁黑莓与草莓果酱的香气，伴以鲜花的芬芳，口感顺滑丰富。
朋珠优雅甜白葡萄酒,1308,"Pengzhu Elegance Sweet White Wine, Yantai, China",甜酒,烟台蓬珠酒业,(),,此款果香浓郁，开瓶后浆果香、花香等气息扑鼻而来，口感丰富，柔顺，回味绵长，是甜白葡萄酒的上乘之作。
朋珠精选级干红葡萄酒,468,"Pengzhu Selection Dry Red Wine, Yantai, China",红葡萄酒,烟台蓬珠酒业,(),,深宝石红色，果香浓郁优雅，酒体平衡，口感饱满、舒顺，典型性突出。
朋珠橡木桶陈酿干红葡萄酒,425,"Pengzhu Barrel Dry Red Wine, Yantai, China",红葡萄酒,烟台蓬珠酒业,(),,深宝石红色，酒中有成熟的水果芳香，同时伴有香草味，口感丰满浓郁，圆润平和，入口伴有黑醋栗的果香，余味中感觉到精致的单宁。
朋珠紫钻甜红葡萄酒,822,"Pengzhu Purple Diamond Sweet Red Wine, Yantai, China",甜酒,烟台蓬珠酒业,(),,宝石红色略带橙色光晕，红色水果香气浓郁。口感愉悦，酒体丝滑，是甜型葡萄酒中的上品。
朋珠特制霞多丽干白葡萄酒,540,"Pengzhu Cuvee Chardonnay Dry White Wine, Yantai, China",白葡萄酒,烟台蓬珠酒业,"('霞多丽',)",,颜色浅黄，口味清新，浓厚的水果香味，回味悠长。口感圆润，优雅。
